,domain,revenue,is_confidential,name,seller_id,seller_type,_merge
0,vuukle.com,,0,Vuukle [HB],002223867dc2abc8f61d382472da7690,INTERMEDIARY,right_only
1,oyada.xyz,,0,TELECARE,0039bf03278f83a8c29e862fa6a7d6cf,PUBLISHER,right_only
2,zemanta.com,,0,EXT - Zemanta,00588d1868c60c12d50c15f14bd1b2a6,PUBLISHER,right_only
3,ultrabrit.com,,0,ultrabrit.com,00680990c495fe8324648b8efc3aee3b,PUBLISHER,right_only
4,loptimisme.com,,0,L'Optimisme,0086b06d9f95743aa2f1464266d2ab4c,PUBLISHER,right_only
5,newebregie.fr,,0,Neweb,00d2d3ad63a5fa3482d96692df0974f7,PUBLISHER,right_only
6,Pinprestige.com,,0,Pinprestige,00dbecc4c31c26f0bb0f739c2d287ee7,PUBLISHER,right_only
7,newsquest.co.uk,,0,NewsQuest,0110470e4e6fb0170c8b2d530878f4bf,PUBLISHER,right_only
8,teknoekip.com,,0,Tekno Ekip,011c32a1ac7e701e9d8aa8294b61716d,PUBLISHER,right_only
9,magicaffiliatecash.com,,0,Simon Lacroix,0124486a1d636fbac5995f08bb99f6ab,PUBLISHER,right_only
10,diaadia.com.pa,,0,diaadia.com.pa,0132a5b1aabcd60e329dfcf23e582a36,PUBLISHER,right_only
11,filez.ge,,0,Filez.Ge,01640eca4828d095b4e8d8695f973220,PUBLISHER,right_only
12,elpais.com,,0,Prisa Brand Solutions,017b3f09967dd9fbe95916eaad01bef4,PUBLISHER,right_only
13,thedirty.com,,0,The Dirty,01ad25bafc5fb137b1c2993f1fdc0f81,PUBLISHER,right_only
14,noreste.net,,0,Noreste.net,01afa83fe100209ad60304761cf424f6,PUBLISHER,right_only
15,nelstorm.com,,0,Nelstorms blog,01b9889f09a10abdf995d61140ac0b60,PUBLISHER,right_only
16,encelademediagroup.com,,0,Encelade Media Group,01bbbeb7ca41dc135ff8c3e4df1a7d7b,PUBLISHER,right_only
17,adyoulike-network.com,,0,Adyoulike (System),01e4473d9753f79f5f26595bd9c855a9,PUBLISHER,right_only
18,lemediatv.fr,,0,Le media,01ea3fbd26e5a5c3a372d0e7475e1e5a,PUBLISHER,right_only
19,newstatesman.com,,0,Progressive Media,01fa3fe7ed6c8d87e6417d32c64099ef,PUBLISHER,right_only
20,horizont.net,,0,Deutscher Fachverlag GmbH,0250cdc4f179d69655ebae18d2dc042f,PUBLISHER,right_only
21,netmums.com,,0,NetMums,02752416cf51d2ab5840e4cc6e156867,PUBLISHER,right_only
22,ividence.com,,0,Ividence,0276a74ef87a4b467d983c3958f831ca,PUBLISHER,right_only
23,lanueva.com,,0,La Nueva,02903caf70c4d3b34fda7ba353c49a9f,PUBLISHER,right_only
24,ikodigital.hu,,0,IKO Digital,029aee78e37c724aa723140dafc6604d,PUBLISHER,right_only
25,sporx.com,,0,Sporx Group,02c1bccbbaf41c300e5584ca9bea53da,PUBLISHER,right_only
26,planetemercato.fr,,0,Rimone Media,02c4175672e5bf2e5fb07c860171f164,PUBLISHER,right_only
27,sublimeskinz.com,,0,Sublime Skinz,02d1fc43fa3bce4445e0a91e8e403f35,PUBLISHER,right_only
28,dochase.com,,0,Dochase,02e872278bf1d833eb196436be949638,PUBLISHER,right_only
29,denofgeek.com,,0,Den Of Geek,031c40ce5b0001092044b02574fc9478,PUBLISHER,right_only
30,traveldiv.com,,0,Traveldiv,032f3f5acaa7d4a7f5f5dddb7bf43563,PUBLISHER,right_only
31,dailyarabe.cf,,0,dailyarabe,035f1120780387615f0076e1aa7829ab,PUBLISHER,right_only
32,metronews.fr,,0,Metronews,0360ef4f3e0a65d6131e3b01093217d0,PUBLISHER,right_only
33,meteofrance.fr,,0,Meteo france,03686fd0ddada6a72c556072cf1335da,INTERMEDIARY,right_only
34,leipziger-zeitung.info,,0,LZ Medien GmbH,03f18775497ad73fe912507477587f9b,PUBLISHER,right_only
35,primicias.mx,,0,primicias.mx,042ee736ffedb3470b5b6d931034dea6,PUBLISHER,right_only
36,elgrafico.mx,,0,El Grafico,04b0c323899b49ab2871a8570b808396,PUBLISHER,right_only
37,bcm.ltd,,0,BCM,053043508cd46a2f7665d7ae415cf78b,INTERMEDIARY,right_only
38,weblog-media.com,,0,WeBlog Media,053a295c8199901ff1e70500bc59f67a,PUBLISHER,right_only
39,millionaire.it,,0,Virgilio DeGiovanni Editore,053f01cd43fc9b35bf180fa79bfca449,PUBLISHER,right_only
40,dolcevita.xyz,,0,Selecta Ltd,05a1afd0a9f6af19b2795f05fe9f100c,PUBLISHER,right_only
41,sucurriculum.com,,0,GIL DEL MAZO SL,05ade86d20f8e8effa816ab5be54c31b,PUBLISHER,right_only
42,massarius.com,,0,Massarius Publisher Trading Desk,05d49e409b366f9b97bfaae53d1f94ba,PUBLISHER,right_only
43,entertainmentwise.com,,0,N&S Entertainmentwise,05fe0de3988efb1dee60ca6a7cd8c22b,PUBLISHER,right_only
44,bruleepublishing.com,,0,BRULEE PUBLISHING,0603245927b97e5f636148a451e2cda4,PUBLISHER,right_only
45,prestigeonline.com,,0,Prestige Mag Hong Kong,063f2bd9d9d9a020c464e4821577140c,PUBLISHER,right_only
46,accorhotels.group,,0,Accor,0651fdaa1d8dd47dd8d2a8219b080962,PUBLISHER,right_only
47,independent.co.uk,,0,ESI,06547d30e39a0a74311f4c325ca6cbc4,PUBLISHER,right_only
48,justiceporn.net,,0,Shavekit,0664b9ac12d87a7154b2731c7c35b45d,PUBLISHER,right_only
49,adyoulike.com,,0,Partenaire Test,068c9fb3cd86047bf5b59f7082a00107,PUBLISHER,right_only
50,buzz-city.fr,,0,Antoine Durey,06d8f480978475c03cf1e157f0254399,PUBLISHER,right_only
51,admanmedia.com,,0,Adman,06e69dea85270c9fb138d5a1e4db76ec,PUBLISHER,right_only
52,descuentocity.com,,0,Descuento City,072a5466278e20be20a14e326c21a4de,PUBLISHER,right_only
53,indiehoy.com,,0,indiehoy.com,0750914ead578ee97bdda96835f2f3ae,PUBLISHER,right_only
54,linfotoutcourt.com,,0,L'Info Tout Court,075565b56799158c0deb87022295900c,PUBLISHER,right_only
55,lenglife.com,,0,lenglife,075739a84df933ab7e33f20117b7113b,PUBLISHER,right_only
56,highrevads.com,,0,High Rev Ads,07666278421b0b644e7470a6f117397a,PUBLISHER,right_only
57,fashionstylemag.com,,0,EngageGen,07eab15a63001589ad68e6b2f74c7246,PUBLISHER,right_only
58,fanta.soccer,,0,FantaSoccer,082b9140d035193b7ef0634a307bfd48,PUBLISHER,right_only
59,holidogtimes.com,,0,Holidog,082de75ee6dfa9e9b12d1e68c08be7ca,PUBLISHER,right_only
60,adriamedia.si,,0,Adriamedia,084490118f070d4b3a70ae3e83a9e6fb,PUBLISHER,right_only
61,daily-win.co.uk,,0,Miss,089652995566d892a0d412da50fcd495,PUBLISHER,right_only
62,wallstreet-online.de,,0,Wallstreet: Online AG,08ab298a5b30ddb5e744e1a0cd9d731d,PUBLISHER,right_only
63,ntn24.com,,0,ntn24.com,08bb24eb7e7496f7cade3698b7f37818,PUBLISHER,right_only
64,wochenblatt.de,,0,Wochenblatt Verlagsgruppe GmbH,08c2e767c555d2f64780a4dd57e49ffa,PUBLISHER,right_only
65,port01.com,,0,Port01,08cf0265f8e37f7c56367da561f93e6b,PUBLISHER,right_only
66,efl.com,,0,EFL,093d25ee030123d783d1a8347740deb9,PUBLISHER,right_only
67,playgroundmag.net,,0,Play Ground,0946efa1a8937f43d3964a0265ee949f,PUBLISHER,right_only
68,slideplayer.com,,0,IP Nesterenko M.S.,095333aaccaf9a04193e614c5e044f2f,PUBLISHER,right_only
69,alticemediapublicite.fr,,0,Altice Média,095b488441206fe2df327a0050e578a4,PUBLISHER,right_only
70,mediaprima.com.my,,0,Media Prima Berhad,09a1db1645ebd5add938a0fe36cae4c9,PUBLISHER,right_only
71,predictinteractive.com,,0,Predict Interactive,09b6fe01c6ee1b1f93818ed85924b305,PUBLISHER,right_only
72,media24.si,,0,Salomon / Media24,09eca333c57fd42b53d0c2f305e7a8cd,PUBLISHER,right_only
73,appsdiscover.com,,0,Apps,0a180a385be0725957af86be5c51a277,PUBLISHER,right_only
74,letsjoin.com,,0,LetsJoin Ltd,0a343aae78ebf3791c006ce0293ee7ef,PUBLISHER,right_only
75,orgullodeser.com,,0,Orgullo de ser,0a3bf75fd390d597504055e3555eaf5e,PUBLISHER,right_only
76,utusan.com.my,,0,Utusan,0a6f67aab894a502cdd89fb40e2805cd,PUBLISHER,right_only
77,creativetestpage.com,,0,Demo,0a753abd067be66473345ce0dfaaef03,PUBLISHER,right_only
78,treatsandtreadmills.com,,0,Treats & Treadmills,0a7808881844630bdd4fbeba1647d016,PUBLISHER,right_only
79,minuto30.com,,0,Minuto30,0a898ac4f175db505f8d28fc0c86b4e9,PUBLISHER,right_only
80,projecteve.com,,0,Project Eve,0ab1d80b5a033604811c37455dfca8c4,PUBLISHER,right_only
81,buzfeed.com,,0,Buzzfeed,0ab89bf1139da483dbaef1bdfd9873dc,PUBLISHER,right_only
82,linkwelove.it,,0,LWL Medias srl,0acfade3991756e923df76204fcf844f,PUBLISHER,right_only
83,notizietg.it,,0,top model management,0ad1371e39683d70dc28e9dfe01252c4,PUBLISHER,right_only
84,adlinemedia.com,,0,Adline,0adae743fc87d0f822aa63818f5f1cea,PUBLISHER,right_only
85,lacuerda.net,,0,lacuerda.net,0ae28fb7790516cc696a13c49e4615d0,PUBLISHER,right_only
86,4learnz.com,,0,4learnz,0b2c9dc32406ca19209e7c476ece7bab,PUBLISHER,right_only
87,talktalk.co.uk,,0,TalkTalk,0b348cd462c9a68a4c64b158123fc40f,PUBLISHER,right_only
88,technoleadings.blogspot.com,,0,Science and techno,0b4bcbf149764839cda998a3837d7ba3,PUBLISHER,right_only
89,coffeechill.net,,0,Weedeev,0b82919757c73c046af05a015ca2a06b,PUBLISHER,right_only
90,media-clic.com,,0,PP Company stat,0b97d2c844d2c6886fb921230c243069,PUBLISHER,right_only
91,tercerequipo.com,,0,Tercerequipo.com,0bca46c5ac2c231c762cd7a81185f0a6,PUBLISHER,right_only
92,stumbleupon.com,,0,StumbleUpon,0be673487cbe21711f76348ceaeb3f3f,PUBLISHER,right_only
93,,,0,prostudyguide,0bf0d5d833a96c69b5d74b6a8d081efe,PUBLISHER,right_only
94,example.com,,0,Babicorp,0bf9cbc8060a54d73b0f8823bf48b3c6,PUBLISHER,right_only
95,publithings.com,,0,PUBLITHINGS,0bfd1215d42974c30c9e308ca9cdeb04,PUBLISHER,right_only
96,digitaltrends.com,115.25955,0,Digital Trends,0c27179a704a258c393c1a4da3bd0493,PUBLISHER,both
97,boulistenaute.com,,0,Boulistenaute,0c77bd3135df2e305122f5eb552f3f40,PUBLISHER,right_only
98,mujer.com.pa,,0,mujer.com.pa,0c7d3eda1ad3cfcc1e635e0791ce5d99,PUBLISHER,right_only
99,thesoul-publishing.com,,0,Thesoul Publishing,0c9134599524ac5758e97c4af742c5c7,PUBLISHER,right_only
100,readersdigest.co.uk,,0,Readersdigest,0ca136141c781f9c51b6271901bae664,PUBLISHER,right_only
101,headwaydigital.com,,0,Headway,0cc18f214a644c7c6a6f095b9a991ac5,PUBLISHER,right_only
102,catholicforchrist.tk,,0,HE-REIGNS COMPUTERS,0ce4fcc614a995bb5141fb1a7b2c1080,PUBLISHER,right_only
103,sportsplays.com,,0,Sports Plays,0cfb5adfe43781470575ff62464ce029,PUBLISHER,right_only
104,rtbdemand.com,,0,Styleho LLC,0d02e775939b9666fcf002e7a46c0a37,PUBLISHER,right_only
105,fr.afternoongossip.com,,0,"Plus Ultra, LLC",0d65a8bf9fe02bef784d63880629cc5f,PUBLISHER,right_only
106,alo.rs,,0,RS - Alo novine d.o.o.,0d75e032b8e7d19160cec1827ad6884d,PUBLISHER,right_only
107,domzalec.si,,0,Domzalec,0d8720721e6211a0abbd379058b4eb5e,PUBLISHER,right_only
108,msn.com,8243.944810000074,0,Microsoft Deutschland GmbH,0d8e413bb55748c3d77a05c3d1be98c6,PUBLISHER,both
109,ajoo.it,,0,DUEFFE2O,0db62a7e46e45bb4794f6d29ac9588e0,PUBLISHER,right_only
110,moderna-zenska.si,,0,Smart AD d.o.o.,0dc3abb54a4ba8317b1cdc510ce468a5,PUBLISHER,right_only
111,reporter.si,,0,Reporter,0dcbd3d399094341efaf85a8e689e20b,PUBLISHER,right_only
112,reverso.net,,0,Softissimo - Reverso,0dfd0d077fd11eedec57c90f8c03b0e0,PUBLISHER,right_only
113,omahamagazine.com,,0,Omaha Magazine,0e124d95ddb358ef9d890295a37e2f13,PUBLISHER,right_only
114,travelplusstyle.com,,0,Travel Plus Style,0e1e0cde31d43602a3fab006d673e94a,PUBLISHER,right_only
115,pensierisenzafiltri.com,,0,Florea Srl,0e3dda9f653cb3cb8e18f7ef001e257e,PUBLISHER,right_only
116,realitybox.co.uk,,0,Reality Box,0e48aaad3ebf8cb5e2ba995ff608f924,PUBLISHER,right_only
117,tvnz.co.nz,,0,Television New Zealand Limited,0e7fc07ae0787063a599310803de8179,PUBLISHER,right_only
118,fr.mappy.com,,0,Mappy,0ec9c0400e10954b27c451be6788fd1b,PUBLISHER,right_only
119,newstactics.com,,0,Incinite Solutions,0f1e4f1e4e36d95de62cb22f447e5167,PUBLISHER,right_only
120,sph.com.sg,,0,Singapore Press Holdings Ltd,0f2b3082d8ad660ecb51604a2597a5b9,PUBLISHER,right_only
121,3indubai.com,,0,3indubai,0f40b334f6102d9c870d255f12952fdf,PUBLISHER,right_only
122,straitstimes.com,,0,Stratstimes,0f4dabf74b5c125bc3ac04de50fbbc19,PUBLISHER,right_only
123,jetaoshqef.co,,0,Jeta Osh Qef,0f80bfe7016955f51e74eb87c46488ac,PUBLISHER,right_only
124,insidepic.com,,0,Export_InsidePic,0f997e581cd97d766916947dbd9807c0,PUBLISHER,right_only
125,pausefoot.com,,0,NYAC,0fa03a3cbe101bb588a793d3286b477d,PUBLISHER,right_only
126,quizfactory.com,,0,JoeTec,0fa6213b9f824312b17bc431d0c0af11,PUBLISHER,right_only
127,pausefun.com,,0,Evothink Media,0fab6fe351489ca15e391806386aa398,PUBLISHER,right_only
128,rap2tess.fr,,0,Rap2tess,0feb49141616d32cc61bc049587d10a3,PUBLISHER,right_only
129,mediatrust.de,,0,Mediatrust GmbH & Co. KG,0ff61748325a11b2fc2802f04f5b8483,PUBLISHER,right_only
130,tvnz.co.nz,,0,Television New Zealand Limited,1013166184347daa07959fe11e2e95ff,PUBLISHER,right_only
131,huffingtonpost.fr,,0,Huffington Post,107a4b4c83cfd76cba6e3a0536da9924,PUBLISHER,right_only
132,ozdigital.com,,0,OZ Digital,10a4d092d47328a80af253bfb11f8c5e,PUBLISHER,right_only
133,webconsultas.com,,0,"WebConsultas Healthcare, S.A.",10aa7d6970d4b18df73e53263550535c,PUBLISHER,right_only
134,omgstudios.com,,0,OMG Studios,10dc937d462f7e38b98f2b4ea80ba7ad,PUBLISHER,right_only
135,adyoulike.com,,0,Adyoulike,10df2c26b5917df1776ce05a5a3c8db2,PUBLISHER,right_only
136,pgpro.study,,0,Nageshwar Das,10fa1c8dd55d7b2f5651aeb051a0c180,PUBLISHER,right_only
137,advally.com,,0,Advally,112d3977af8ea21492b5bcc85699d40c,PUBLISHER,right_only
138,rmads.com,,0,Cityprime,1142d48f7129ff01236fb90a510bd1de,PUBLISHER,right_only
139,gossip-room.fr,,0,marmeladz.com,11536fdbb8c8416fa5c0e1a9387f4e54,PUBLISHER,right_only
140,tabletennis365.com,,0,TableTennis365,115b461ee9abfecd755fcd36518e4750,PUBLISHER,right_only
141,etrafficsagar.net,,0,PERSONAL,1189ecb946565e69129118ac186542c6,PUBLISHER,right_only
142,incontrollable.com,,0,Northstar Sydney Pty Ltd,11ae51ca542d84beb8f20fef14f1d5f7,PUBLISHER,right_only
143,appnexus.com,,0,Appnexus,11b39190b644ad76f576e8abc00def55,PUBLISHER,right_only
144,guivers.com,,0,Guivers,11fbc75fc622d2d6f532b211c530bae3,PUBLISHER,right_only
145,lamotivation.net,,0,FCCL,120c1511c2404c604b51c24fe42d9c34,PUBLISHER,right_only
146,cristaliza.com,,0,Cristaliza,122e2c1f303317f3a34f9151f6b0201c,PUBLISHER,right_only
147,jerseyeveningpost.com,,0,Jersey Evening Post,122f601b4b0e1a26620d10884a14cf04,PUBLISHER,right_only
148,defimedia.info,,0,TuniDesign,1232eed4ae30872dfdd8bda0cc7fbe77,PUBLISHER,right_only
149,as2tv.com,,0,Asia2tv,12399261f669df2fb03237d3f9a5ecc3,PUBLISHER,right_only
150,w00tmedia.net,,0,w00t! Media,1273552eac8fcafd2dfa2474668d2540,PUBLISHER,right_only
151,newpusto.com,,0,Newpusto,12861ea4955b3c0f208765b6ffe65a8d,PUBLISHER,right_only
152,facebare.net,,0,Facebare,12aaf9896b7d08278a382063bb5bd344,PUBLISHER,right_only
153,leboncoin.fr,,0,LBC FRANCE SAS,12b4b313bc56e8dfe884077615eb9008,PUBLISHER,right_only
154,tickx.co.uk,,0,Tickx,12f276564bff40be4798f70d249eb226,PUBLISHER,right_only
155,madsack.de,,0,Madsack Market Solutions GmbH,134783566131bf9032d9f738af4a9710,PUBLISHER,right_only
156,okdiario.com,,0,DOS MIL PALABRAS SL,138598ce9160709685dfcaaf05f6a21c,PUBLISHER,right_only
157,guiadelocio.com,,0,Guia del Ocio,13e7ebf9f5738237679bdcfe5417d97e,PUBLISHER,right_only
158,gpone.com,,0,GpOne,13eb03bfc0cf83f083bad634e415ba3b,PUBLISHER,right_only
159,gumgum.com,,0,gumgum,140cea2a717aca7dc2663ea388a16dc9,PUBLISHER,right_only
160,go-colombia.com,,0,gocolombia (SuEstilo),14284b201ce147fb0b914f4484de1e0b,PUBLISHER,right_only
161,perangkatguru.us,,0,basistik,142fd37705314935e3e59b0a2e70d1f9,PUBLISHER,right_only
162,knows1.com,,0,knows1,146f72edab3b90e9cbe3b55b2be80bc4,PUBLISHER,right_only
163,playtem.com,,0,CREATIVE RESEARCH,1471f79a25d49f1e93832b0e4febd5da,PUBLISHER,right_only
164,kangai.fr,,0,Kangai,14ababdec798d231675c7118982954ad,PUBLISHER,right_only
165,elgrafico.mx,,0,Grupo de Diarios America,14e6c7607cbc627dc9a7caf95dee88fc,PUBLISHER,right_only
166,larazon.es,,0,La Razón,150a7c05f814daa289509046d8e76638,PUBLISHER,right_only
167,citymetric.com,,0,City Metric,1512ec4acfd7c12710536d7ab28afebe,PUBLISHER,right_only
168,generation-game.com,,0,Generation-Game,152ac1ac5d984564f58334abbf3410d8,PUBLISHER,right_only
169,servidor-alicante.com,,0,Antonio Lanceta Aragonés,152d85baeced31c8d133f45f0267d26d,PUBLISHER,right_only
170,,,0,Lakestar McCann,15374784529d9e824024b8e26cbbef5e,PUBLISHER,right_only
171,rappler.com,,0,Rappler,155cd40477925515fb2102177bb5bda6,PUBLISHER,right_only
172,maxusglobal.it,,0,Maxus,157861157996e69d41970cce8f128b44,PUBLISHER,right_only
173,capital.com.pe,,0,capital.com.pe,157ac8f44c7494cf574d46dc9fecbf3b,PUBLISHER,right_only
174,universitycompare.com,,0,Uni Compare ltd,157c6847c50b877d8b53a2673d6ae663,PUBLISHER,right_only
175,gregorystellato.com,,0,Stellato Demo Account,1592cbbec7eaadd3dc26405079db6819,PUBLISHER,right_only
176,fr.shopping.rakuten.com,,0,Rakuten,15a018d8fe05bb321044f522bcafd9c4,PUBLISHER,right_only
177,adyoulike.com,,0,Exports UK,15b2666fd078f4f19e9e59388dd3f35d,BOTH,right_only
178,menacommerce.com,,0,MENA Commerce,15d5f0406ed5e839fb1c70858efb8c80,PUBLISHER,right_only
179,facebook.com,,0,Facebook,15e9c2c4357293f5993a8ac3a6553c9f,PUBLISHER,right_only
180,tagesspiegel.de,,0,Urban Media GmbH,15ee24fea2041271941c675cb9e7ab54,PUBLISHER,right_only
181,aenetworks.com,,0,A&E Networks,15fe7a7a70e5b61542c81153a0d7a5e2,PUBLISHER,right_only
182,entremotores.com.ar,,0,entremotores.com.ar,162bed7a79552b3db66b4183c3e51a30,PUBLISHER,right_only
183,iletaitunepub.fr,,0,Groupe Il était une pub,16779f81b16d075a9868300e17c8b1bf,PUBLISHER,right_only
184,taringa.net,,0,Taringa,16a229393b1d8c82f9c0c7ab0c5559ad,PUBLISHER,right_only
185,smilewanted.com,,0,Smilewanted,16e1fb486ea839a3eb178ba1454d3298,INTERMEDIARY,right_only
186,starpulse.com,,0,Star Pulse,170aac5328eae9482e41f5ae452ab8f3,PUBLISHER,right_only
187,adyoulike.com,,0,Adyoulike,1738b11223f4610aaad1d09378e1a928,PUBLISHER,right_only
188,pausequiz.com,,0,SOCIAL NETWORK DEVELOPMENT,17500bb5d4b199aad8abdccd7a40a2ee,PUBLISHER,right_only
189,manageo.fr,,0,Manageo,177a19f0766405a0fdb82b1ae9d7507a,PUBLISHER,right_only
190,viva90.it,,0,Viva90,178073d98d7deab839dfd7c00bc3d0c0,PUBLISHER,right_only
191,adyoulike.com,,0,Adyoulike Programmatic,1821a47e1a32140423907f60537aaee2,PUBLISHER,right_only
192,lastarjetasdecredito.com.mx,,0,lastarjetasdecredito.com.mx,185d890df247ebdfd56f04387ac05c8f,PUBLISHER,right_only
193,gentside.com,,0,Groupe Cerise,18b91c5b317ee63090e298851ef76581,PUBLISHER,right_only
194,sportal.it,,0,Sportal,18c08cf15d09244e514043454f4021aa,PUBLISHER,right_only
195,nme.com,,0,TI Media,18c244cd3403dd20e1afa8a75a82a53c,PUBLISHER,right_only
196,sportvgratisonline.com,,0,sportvgratisonline,18fab059d489dac948a4dd53d290a61d,PUBLISHER,right_only
197,antennereunion.fr,,0,Antennereunion.fr,19002efd670def3d6d4da477e4628cc4,PUBLISHER,right_only
198,isrtv.com,,0,ISR TV,1973ef4d570f6e8c8fe55b564d27c371,PUBLISHER,right_only
199,rebelgirls.co,,0,Timbuktu,1997d1134598bc0161ae58727ed6661f,PUBLISHER,right_only
200,ouest-france.fr,,0,Précom,199c30cc38e3f34b32687dd2a27913a1,PUBLISHER,right_only
201,hifi.de,,0,FeedAd,199e158ef1648b98f56f006a126cac4a,PUBLISHER,right_only
202,adyoulike.com,,0,NL 1,19bd76bac8ecb6975caf8edf60bbed5f,PUBLISHER,right_only
203,adyoulike.com,,0,Demo,19e1f965c3aab146790163cabe567353,PUBLISHER,right_only
204,twitter.com,,0,Ceci-est-un-test,1a14415ad230c7987ca033b0fa949b8e,PUBLISHER,right_only
205,boxfaucet.faucetfly.com,,0,biistock,1a557b16447702635190fc16440c75ef,PUBLISHER,right_only
206,tueon.com,,0,Gregor Golob,1a5c4066941bdd6aba4b36054fdc51b3,PUBLISHER,right_only
207,pasionmonumental.com,,0,pasionmonumental.com,1aa170d90407284dbf7e6765443bbc39,PUBLISHER,right_only
208,hometalk.com,249.74649,0,Home Talk,1ac6d99478dea46dd013705ead8b1c94,PUBLISHER,both
209,closet-nostalgia.co.uk,,0,vandrdirect,1b0bfa97ddec3c4e16bbad4aa1c3a6af,PUBLISHER,right_only
210,plusdebonsplans.com,,0,webportage,1b0fc291b5719efc0400d43d4d908e04,PUBLISHER,right_only
211,mlapplications.com,,0,Mobility in Life Applications,1b2b516f035debb30c6183e42f848fea,PUBLISHER,right_only
212,ccmbenchmark.com,,0,CCM Benchmark,1b2e3333a8eb02d7e5a03a6fa7f2c4cf,PUBLISHER,right_only
213,wolber.se,,0,Ningor Tech & Investments AB,1b9981e4f978c967692f6745bf52931a,PUBLISHER,right_only
214,livenation.co.uk,,0,LiveNation,1bc21cb5d1ebf2f6b19eda3cb52cf2be,PUBLISHER,right_only
215,ccmbenchmark.com,,0,GROUPE CCM / BENCHMARK Régie,1bfbec9a285d0d3ac52c939dddd01cfa,PUBLISHER,right_only
216,solocal.com,,0,Solocal,1c0c6db4c7673d2ec79d158a217d86dc,PUBLISHER,right_only
217,nocartridge.com,,0,24minutesmedia,1c1e5503bc4187b3d4ed0eb9db5ea42a,PUBLISHER,right_only
218,literally.media,,0,Literally Media,1c457d42ad466ffdaab2aa49b6978a86,PUBLISHER,right_only
219,onlineappsfree.com,,0,Online Apps Free Company,1c6dc5ab73dbf4fb1fdde63049271ff6,PUBLISHER,right_only
220,neuestens.net,,0,Adshare GmbH,1c78d51c67ebf4546a925e7d50e7f88a,PUBLISHER,right_only
221,reverso.net,,0,Softissimo - Reverso,1c8eea3cee0139fd2c2f509443dd7c46,PUBLISHER,right_only
222,catapultx.com,,0,catapultx,1cb40286644e3de046041b38da591eeb,PUBLISHER,right_only
223,snapwelt.de,,0,Wizzed,1cb42e924f06c098ecfb278eb3b1e07a,PUBLISHER,right_only
224,newsutra.com,,0,Social Sutra,1cc07e27b91dd3c8071b266a2f7b865a,PUBLISHER,right_only
225,theguardian.com,,0,The Guardian US,1ce1cb645ca6089073e8323559896ef9,PUBLISHER,right_only
226,gen.tech,,0,Genesis,1ce23824082a6931c63c64a523457c24,PUBLISHER,right_only
227,thedrum.com,,0,The Drum,1cf828b575e6d829378d0f18aa2f1ad4,PUBLISHER,right_only
228,global.com,,0,Global,1d039206d558fca0a9e07bfa2484b5df,PUBLISHER,right_only
229,budapestlocal.com,,0,Budapest Local,1d1b3fd945a39d01ffc95539a18b811c,PUBLISHER,right_only
230,t3n.de,,0,yeebase media GmbH,1d49425a13e82a8dcde35cde1a22735a,PUBLISHER,right_only
231,tamil.ws,,0,tamil,1d573e97b81f3f66a97444b21f4edf59,PUBLISHER,right_only
232,izap4u.com,,0,iZap4u,1d654ccce7fb23c73b15025a443c67ad,PUBLISHER,right_only
233,elconfidencial.com,,0,TITANIA COMPAÑÍA EDITORIAL,1d6f89e97e3afb22ec0a24d2a69300d5,PUBLISHER,right_only
234,pluzz.francetv.fr,,0,France Télévisions Publicité,1d95aff6aeba300904cfced6071aab41,PUBLISHER,right_only
235,positivr.fr,,0,Planète-Verte,1d95ce8da830e4e2e753996751450b2c,PUBLISHER,right_only
236,digitalproperties.com,,0,Digital Properties,1d96a362751ff5de746a36cdc83a0879,PUBLISHER,right_only
237,peoplefolie.fr,,0,TAGADAMEDIA,1da32379e8e1ab48b0d1cf86387c174d,PUBLISHER,right_only
238,funnyfolks.us,,0,Funnyfolks,1da35a59036dc73b08fe40340351d0b3,PUBLISHER,right_only
239,sobusygirls.fr,,0,ADN PLAY,1e2344b7e80dbb2883d1e738507900be,PUBLISHER,right_only
240,sharemob.us,,0,Sharemob,1ea12ef47eb87efa4f0b6e8cc6413a69,PUBLISHER,right_only
241,cnn.com,,0,CNN,1ea3c3328b3bb8fbcfee429965e010b8,PUBLISHER,right_only
242,viagourmet.com,,0,viagourmet.com,1ec151cab8b2b68a5f6c9db7c98886ef,PUBLISHER,right_only
243,rpg-paradize.com,,0,Guillaume LE COZ,1f24c34acbc1c3813673995f1df34274,PUBLISHER,right_only
244,waltermoneysystem.com,,0,Option pacific LTD,1f51cd55c55ad0ab76bc98168718c1f1,PUBLISHER,right_only
245,bigbossbattle.com,,0,Big Boss Battle,1f52e34cae880f7d02d8166e3e652767,PUBLISHER,right_only
246,news.abomus.com,,0,Abomus,1f859f6a39d6ef19f7b88bb71973a320,PUBLISHER,right_only
247,intersci.com.br,,0,Inter SCI,1f89353a9b158a9afd9e666de75c4c89,PUBLISHER,right_only
248,101network.com,,0,101 Network,1fd476e190c6e03176f969f7ca90e733,PUBLISHER,right_only
249,sostenitori.it,,0,ProjectADV,1fd7e5cee9d2a7710cdf4beec7e7a31a,PUBLISHER,right_only
250,macworld.co.uk,,0,IDG,1fe98c21c4f33c4e523ab6b367386d27,PUBLISHER,right_only
251,alkhaleejiah.com,,0,al khaleejiah,201335be5a00ab42b342b24073d38712,PUBLISHER,right_only
